Date,Open,High,Low,Last,Volume,Status
3/27/1995,6.125,1,,,,
3/28/1995,6.125,1,,,,
3/29/1995,6.125,1,,,,
3/30/1995,6.125,1,,,,
3/31/1995,6.125,1,,,,
4/3/1995,6.1875,1,,,,
4/4/1995,6.1875,1,,,,
4/5/1995,6.125,1,,,,
4/6/1995,6.125,1,,,,
4/7/1995,6.125,1,,,,
4/10/1995,6.125,1,,,,
4/11/1995,6.125,1,,,,
4/12/1995,6.125,1,,,,
4/13/1995,6.125,1,,,,
4/14/1995,6.125,1,,,,
4/17/1995,6.125,1,,,,
4/18/1995,6.125,1,,,,
4/19/1995,6.125,1,,,,
4/20/1995,6.125,1,,,,
4/21/1995,6.0625,1,,,,
4/24/1995,6.0625,1,,,,
4/25/1995,6.0625,1,,,,
4/26/1995,6.0625,1,,,,
4/27/1995,6.0625,1,,,,
4/28/1995,6.0625,1,,,,
5/1/1995,6.0625,1,,,,
5/2/1995,6.0625,1,,,,
5/3/1995,6.0625,1,,,,
5/4/1995,6.0625,1,,,,
5/5/1995,6.0625,1,,,,
5/8/1995,6.0625,1,,,,
5/9/1995,6.0625,1,,,,
5/10/1995,6.0625,1,,,,
5/11/1995,6.0625,1,,,,
5/12/1995,6.0625,1,,,,
5/15/1995,6.0625,1,,,,
5/16/1995,6.0625,1,,,,
5/17/1995,6.0625,1,,,,
5/18/1995,6.0625,1,,,,
5/19/1995,6.0625,1,,,,
5/22/1995,6.0625,1,,,,
5/23/1995,6.0625,1,,,,
5/24/1995,6.0625,1,,,,
5/25/1995,6.0625,1,,,,
5/26/1995,6.0625,1,,,,
5/29/1995,6.0625,1,,,,
5/30/1995,6.0625,1,,,,
5/31/1995,6.0625,1,,,,
6/1/1995,6.0625,1,,,,
6/2/1995,6.05469,1,,,,
6/5/1995,6,1,,,,
6/6/1995,6.00781,1,,,,
6/7/1995,6.00781,1,,,,
6/8/1995,6.0625,1,,,,
6/9/1995,6.0625,1,,,,
6/12/1995,6.07031,1,,,,
6/13/1995,6.0625,1,,,,
6/14/1995,6.0625,1,,,,
6/15/1995,6.0625,1,,,,
6/16/1995,6.0625,1,,,,
6/19/1995,6.0625,1,,,,
6/20/1995,6.0625,1,,,,
6/21/1995,6.0625,1,,,,
6/22/1995,6.0625,1,,,,
6/23/1995,6.0625,1,,,,
6/26/1995,6.0625,1,,,,
6/27/1995,6.0625,1,,,,
6/28/1995,6.11719,1,,,,
6/29/1995,6.06641,1,,,,
6/30/1995,6.125,1,,,,
7/3/1995,6.125,1,,,,
7/4/1995,6.125,1,,,,
7/5/1995,6.0625,1,,,,
7/6/1995,6.0625,1,,,,
7/7/1995,5.875,1,,,,
7/10/1995,5.87891,1,,,,
7/11/1995,5.90625,1,,,,
7/12/1995,5.87891,1,,,,
7/13/1995,5.875,1,,,,
7/14/1995,5.875,1,,,,
7/17/1995,5.875,1,,,,
7/18/1995,5.875,1,,,,
7/19/1995,5.875,1,,,,
7/20/1995,5.875,1,,,,
7/21/1995,5.875,1,,,,
7/24/1995,5.92188,1,,,,
7/25/1995,5.88672,1,,,,
7/26/1995,5.875,1,,,,
7/27/1995,5.875,1,,,,
7/28/1995,5.875,1,,,,
7/31/1995,5.875,1,,,,
8/1/1995,5.875,1,,,,
8/2/1995,5.875,1,,,,
8/3/1995,5.875,1,,,,
8/4/1995,5.875,1,,,,
8/7/1995,5.875,1,,,,
8/8/1995,5.875,1,,,,
8/9/1995,5.875,1,,,,
8/10/1995,5.875,1,,,,
8/11/1995,5.875,1,,,,
8/14/1995,5.875,1,,,,
8/15/1995,5.88281,1,,,,
8/16/1995,5.9375,1,,,,
8/17/1995,5.9375,1,,,,
8/18/1995,5.9375,1,,,,
8/21/1995,5.9375,1,,,,
8/22/1995,5.9375,1,,,,
8/23/1995,5.9375,1,,,,
8/24/1995,5.9375,1,,,,
8/25/1995,5.875,1,,,,
8/28/1995,5.875,1,,,,
8/29/1995,5.875,1,,,,
8/30/1995,5.875,1,,,,
8/31/1995,5.875,1,,,,
9/1/1995,5.875,1,,,,
9/4/1995,5.875,1,,,,
9/5/1995,5.875,1,,,,
9/6/1995,5.875,1,,,,
9/7/1995,5.875,1,,,,
9/8/1995,5.875,1,,,,
9/11/1995,5.875,1,,,,
9/12/1995,5.875,1,,,,
9/13/1995,5.875,1,,,,
9/14/1995,5.875,1,,,,
9/15/1995,5.8125,1,,,,
9/18/1995,5.8125,1,,,,
9/19/1995,5.8125,1,,,,
9/20/1995,5.8125,1,,,,
9/21/1995,5.8125,1,,,,
9/22/1995,5.83594,1,,,,
9/25/1995,5.86719,1,,,,
9/26/1995,5.87109,1,,,,
9/27/1995,5.875,1,,,,
9/28/1995,5.875,1,,,,
9/29/1995,5.875,1,,,,
10/2/1995,5.875,1,,,,
10/3/1995,5.875,1,,,,
10/4/1995,5.875,1,,,,
10/5/1995,5.875,1,,,,
10/6/1995,5.875,1,,,,
10/9/1995,5.875,1,,,,
10/10/1995,5.875,1,,,,
10/11/1995,5.875,1,,,,
10/12/1995,5.875,1,,,,
10/13/1995,5.875,1,,,,
10/16/1995,5.875,1,,,,
10/17/1995,5.875,1,,,,
10/18/1995,5.875,1,,,,
10/19/1995,5.875,1,,,,
10/20/1995,5.86719,1,,,,
10/23/1995,5.875,1,,,,
10/24/1995,5.875,1,,,,
10/25/1995,5.87109,1,,,,
10/26/1995,5.83594,1,,,,
10/27/1995,5.83984,1,,,,
10/30/1995,5.83203,1,,,,
10/31/1995,5.83203,1,,,,
11/1/1995,5.82813,1,,,,
11/2/1995,5.81641,1,,,,
11/3/1995,5.8125,1,,,,
11/6/1995,5.8125,1,,,,
11/7/1995,5.8125,1,,,,
11/8/1995,5.8125,1,,,,
11/9/1995,5.8125,1,,,,
11/10/1995,5.8125,1,,,,
11/13/1995,5.8125,1,,,,
11/14/1995,5.8125,1,,,,
11/15/1995,5.8125,1,,,,
11/16/1995,5.8125,1,,,,
11/17/1995,5.8125,1,,,,
11/20/1995,5.8125,1,,,,
11/21/1995,5.8125,1,,,,
11/22/1995,5.8125,1,,,,
11/23/1995,5.8125,1,,,,
11/24/1995,5.82422,1,,,,
11/27/1995,5.84375,1,,,,
11/28/1995,5.85547,1,,,,
11/29/1995,5.97266,1,,,,
11/30/1995,5.97656,1,,,,
12/1/1995,5.9375,1,,,,
12/4/1995,5.9375,1,,,,
12/5/1995,5.9375,1,,,,
12/6/1995,5.9375,1,,,,
12/7/1995,5.9375,1,,,,
12/8/1995,5.93359,1,,,,
12/11/1995,5.92969,1,,,,
12/12/1995,5.93359,1,,,,
12/13/1995,5.9375,1,,,,
12/14/1995,5.9375,1,,,,
12/15/1995,5.92969,1,,,,
12/18/1995,5.92969,1,,,,
12/19/1995,5.92969,1,,,,
12/20/1995,5.75,1,,,,
12/21/1995,5.75,1,,,,
12/22/1995,5.75,1,,,,
12/25/1995,5.75,1,,,,
12/26/1995,5.75,1,,,,
12/27/1995,5.75,1,,,,
12/28/1995,5.6875,1,,,,
12/29/1995,5.6875,1,,,,
1/2/1996,5.62891,1,,,,
1/3/1996,5.625,1,,,,
1/4/1996,5.625,1,,,,
1/5/1996,5.625,1,,,,
1/8/1996,5.625,1,,,,
1/9/1996,5.625,1,,,,
1/10/1996,5.625,1,,,,
1/11/1996,5.625,1,,,,
1/12/1996,5.625,1,,,,
1/15/1996,5.625,1,,,,
1/16/1996,5.625,1,,,,
1/17/1996,5.61328,1,,,,
1/18/1996,5.59766,1,,,,
1/19/1996,5.5625,1,,,,
1/22/1996,5.5625,1,,,,
1/23/1996,5.5625,1,,,,
1/24/1996,5.5625,1,,,,
1/25/1996,5.5625,1,,,,
1/26/1996,5.53906,1,,,,
1/29/1996,5.5,1,,,,
1/30/1996,5.47656,1,,,,
1/31/1996,5.4375,1,,,,
2/1/1996,5.375,1,,,,
2/2/1996,5.375,1,,,,
2/5/1996,5.375,1,,,,
2/6/1996,5.375,1,,,,
2/7/1996,5.36328,1,,,,
2/8/1996,5.34375,1,,,,
2/9/1996,5.33203,1,,,,
2/12/1996,5.3125,1,,,,
2/13/1996,5.3125,1,,,,
2/14/1996,5.3125,1,,,,
2/15/1996,5.3125,1,,,,
2/16/1996,5.3125,1,,,,
2/19/1996,5.3125,1,,,,
2/20/1996,5.3125,1,,,,
2/21/1996,5.3125,1,,,,
2/22/1996,5.3125,1,,,,
2/23/1996,5.3125,1,,,,
2/26/1996,5.3125,1,,,,
2/27/1996,5.3125,1,,,,
2/28/1996,5.3125,1,,,,
2/29/1996,5.3125,1,,,,
3/1/1996,5.3125,1,,,,
3/4/1996,5.3125,1,,,,
3/5/1996,5.3125,1,,,,
3/6/1996,5.3125,1,,,,
3/7/1996,5.3125,1,,,,
3/8/1996,5.3125,1,,,,
3/11/1996,5.375,1,,,,
3/12/1996,5.375,1,,,,
3/13/1996,5.375,1,,,,
3/14/1996,5.37891,1,,,,
3/15/1996,5.38281,1,,,,
3/18/1996,5.40625,1,,,,
3/19/1996,5.40625,1,,,,
3/20/1996,5.41016,1,,,,
3/21/1996,5.40234,1,,,,
3/22/1996,5.40234,1,,,,
3/25/1996,5.41016,1,,,,
3/26/1996,5.41016,1,,,,
3/27/1996,5.42188,1,,,,
3/28/1996,5.4375,1,,,,
3/29/1996,5.4375,1,,,,
4/1/1996,5.4375,1,,,,
4/2/1996,5.4375,1,,,,
4/3/1996,5.4375,1,,,,
4/4/1996,5.4375,1,,,,
4/5/1996,5.4375,1,,,,
4/8/1996,5.4375,1,,,,
4/9/1996,5.5,1,,,,
4/10/1996,5.5,1,,,,
4/11/1996,5.5,1,,,,
4/12/1996,5.5,1,,,,
4/15/1996,5.48828,1,,,,
4/16/1996,5.47656,1,,,,
4/17/1996,5.46484,1,,,,
4/18/1996,5.44531,1,,,,
4/19/1996,5.44141,1,,,,
4/22/1996,5.4375,1,,,,
4/23/1996,5.4375,1,,,,
4/24/1996,5.4375,1,,,,
4/25/1996,5.4375,1,,,,
4/26/1996,5.43359,1,,,,
4/29/1996,5.4375,1,,,,
4/30/1996,5.4375,1,,,,
5/1/1996,5.4375,1,,,,
5/2/1996,5.4375,1,,,,
5/3/1996,5.4375,1,,,,
5/6/1996,5.4375,1,,,,
5/7/1996,5.4375,1,,,,
5/8/1996,5.4375,1,,,,
5/9/1996,5.4375,1,,,,
5/10/1996,5.4375,1,,,,
5/13/1996,5.42969,1,,,,
5/14/1996,5.42969,1,,,,
5/15/1996,5.41797,1,,,,
5/16/1996,5.42578,1,,,,
5/17/1996,5.4375,1,,,,
5/20/1996,5.4375,1,,,,
5/21/1996,5.4375,1,,,,
5/22/1996,5.4375,1,,,,
5/23/1996,5.43359,1,,,,
5/24/1996,5.42969,1,,,,
5/27/1996,5.42969,1,,,,
5/28/1996,5.43359,1,,,,
5/29/1996,5.42969,1,,,,
5/30/1996,5.4375,1,,,,
5/31/1996,5.4375,1,,,,
6/3/1996,5.46484,1,,,,
6/4/1996,5.45703,1,,,,
6/5/1996,5.45703,1,,,,
6/6/1996,5.45313,1,,,,
6/7/1996,5.4375,1,,,,
6/10/1996,5.48047,1,,,,
6/11/1996,5.48438,1,,,,
6/12/1996,5.48047,1,,,,
6/13/1996,5.49609,1,,,,
6/14/1996,5.48438,1,,,,
6/17/1996,5.46484,1,,,,
6/18/1996,5.44922,1,,,,
6/19/1996,5.4375,1,,,,
6/20/1996,5.46875,1,,,,
6/21/1996,5.46484,1,,,,
6/24/1996,5.48047,1,,,,
6/25/1996,5.48047,1,,,,
6/26/1996,5.49219,1,,,,
6/27/1996,5.5,1,,,,
6/28/1996,5.49609,1,,,,
7/1/1996,5.48438,1,,,,
7/2/1996,5.49219,1,,,,
7/3/1996,5.5,1,,,,
7/4/1996,5.47656,1,,,,
7/5/1996,5.47656,1,,,,
7/8/1996,5.51563,1,,,,
7/9/1996,5.50391,1,,,,
7/10/1996,5.5,1,,,,
7/11/1996,5.49609,1,,,,
7/12/1996,5.46875,1,,,,
7/15/1996,5.47656,1,,,,
7/16/1996,5.47656,1,,,,
7/17/1996,5.46875,1,,,,
7/18/1996,5.45703,1,,,,
7/19/1996,5.4375,1,,,,
7/22/1996,5.4375,1,,,,
7/23/1996,5.4375,1,,,,
7/24/1996,5.4375,1,,,,
7/25/1996,5.4375,1,,,,
7/26/1996,5.4375,1,,,,
7/29/1996,5.45313,1,,,,
7/30/1996,5.46875,1,,,,
7/31/1996,5.46484,1,,,,
8/1/1996,5.44141,1,,,,
8/2/1996,5.44141,1,,,,
8/5/1996,5.4375,1,,,,
8/6/1996,5.43359,1,,,,
8/7/1996,5.42969,1,,,,
8/8/1996,5.42578,1,,,,
8/9/1996,5.42578,1,,,,
8/12/1996,5.41406,1,,,,
8/13/1996,5.42188,1,,,,
8/14/1996,5.41797,1,,,,
8/15/1996,5.42969,1,,,,
8/16/1996,5.4375,1,,,,
8/19/1996,5.42969,1,,,,
8/20/1996,5.42969,1,,,,
8/21/1996,5.41406,1,,,,
8/22/1996,5.40625,1,,,,
8/23/1996,5.39844,1,,,,
8/26/1996,5.39844,1,,,,
8/27/1996,5.41016,1,,,,
8/28/1996,5.40625,1,,,,
8/29/1996,5.42188,1,,,,
8/30/1996,5.4375,1,,,,
9/2/1996,5.4375,1,,,,
9/3/1996,5.48047,1,,,,
9/4/1996,5.47266,1,,,,
9/5/1996,5.47266,1,,,,
9/6/1996,5.49219,1,,,,
9/9/1996,5.48047,1,,,,
9/10/1996,5.48438,1,,,,
9/11/1996,5.50391,1,,,,
9/12/1996,5.50391,1,,,,
9/13/1996,5.49219,1,,,,
9/16/1996,5.4375,1,,,,
9/17/1996,5.44531,1,,,,
9/18/1996,5.48047,1,,,,
9/19/1996,5.48828,1,,,,
9/20/1996,5.5,1,,,,
9/23/1996,5.5,1,,,,
9/24/1996,5.53125,1,,,,
9/25/1996,5.44531,1,,,,
9/26/1996,5.4375,1,,,,
9/27/1996,5.4375,1,,,,
9/30/1996,5.43359,1,,,,
10/1/1996,5.44141,1,,,,
10/2/1996,5.43359,1,,,,
10/3/1996,5.42188,1,,,,
10/4/1996,5.41406,1,,,,
10/7/1996,5.38672,1,,,,
10/8/1996,5.375,1,,,,
10/9/1996,5.38281,1,,,,
10/10/1996,5.38281,1,,,,
10/11/1996,5.38672,1,,,,
10/14/1996,5.375,1,,,,
10/15/1996,5.375,1,,,,
10/16/1996,5.375,1,,,,
10/17/1996,5.37891,1,,,,
10/18/1996,5.375,1,,,,
10/21/1996,5.375,1,,,,
10/22/1996,5.375,1,,,,
10/23/1996,5.375,1,,,,
10/24/1996,5.375,1,,,,
10/25/1996,5.375,1,,,,
10/28/1996,5.375,1,,,,
10/29/1996,5.375,1,,,,
10/30/1996,5.375,1,,,,
10/31/1996,5.375,1,,,,
11/1/1996,5.375,1,,,,
11/4/1996,5.375,1,,,,
11/5/1996,5.375,1,,,,
11/6/1996,5.375,1,,,,
11/7/1996,5.375,1,,,,
11/8/1996,5.375,1,,,,
11/11/1996,5.375,1,,,,
11/12/1996,5.375,1,,,,
11/13/1996,5.375,1,,,,
11/14/1996,5.375,1,,,,
11/15/1996,5.375,1,,,,
11/18/1996,5.375,1,,,,
11/19/1996,5.375,1,,,,
11/20/1996,5.375,1,,,,
11/21/1996,5.375,1,,,,
11/22/1996,5.375,1,,,,
11/25/1996,5.375,1,,,,
11/26/1996,5.375,1,,,,
11/27/1996,5.375,1,,,,
11/28/1996,5.5625,1,,,,
11/29/1996,5.5625,1,,,,
12/2/1996,5.5625,1,,,,
12/3/1996,5.5625,1,,,,
12/4/1996,5.5625,1,,,,
12/5/1996,5.5625,1,,,,
12/6/1996,5.60547,1,,,,
12/9/1996,5.59375,1,,,,
12/10/1996,5.59766,1,,,,
12/11/1996,5.59766,1,,,,
12/12/1996,5.60547,1,,,,
12/13/1996,5.61719,1,,,,
12/16/1996,5.61719,1,,,,
12/17/1996,5.625,1,,,,
12/18/1996,5.64453,1,,,,
12/19/1996,5.65625,1,,,,
12/20/1996,5.66016,1,,,,
12/23/1996,5.66797,1,,,,
12/24/1996,5.66406,1,,,,
12/25/1996,5.66406,1,,,,
12/26/1996,5.66406,1,,,,
12/27/1996,5.6875,1,,,,
12/30/1996,5.50391,1,,,,
12/31/1996,5.5,1,,,,
1/2/1997,5.5,1,,,,
1/3/1997,5.5,1,,,,
1/6/1997,5.49219,1,,,,
1/7/1997,5.49219,1,,,,
1/8/1997,5.48828,1,,,,
1/9/1997,5.48438,1,,,,
1/10/1997,5.48047,1,,,,
1/13/1997,5.48438,1,,,,
1/14/1997,5.47656,1,,,,
1/15/1997,5.44922,1,,,,
1/16/1997,5.44531,1,,,,
1/17/1997,5.44531,1,,,,
1/20/1997,5.4375,1,,,,
1/21/1997,5.4375,1,,,,
1/22/1997,5.4375,1,,,,
1/23/1997,5.4375,1,,,,
1/24/1997,5.4375,1,,,,
1/27/1997,5.4375,1,,,,
1/28/1997,5.4375,1,,,,
1/29/1997,5.4375,1,,,,
1/30/1997,5.4375,1,,,,
1/31/1997,5.4375,1,,,,
2/3/1997,5.4375,1,,,,
2/4/1997,5.4375,1,,,,
2/5/1997,5.4375,1,,,,
2/6/1997,5.4375,1,,,,
2/7/1997,5.4375,1,,,,
2/10/1997,5.41406,1,,,,
2/11/1997,5.41016,1,,,,
2/12/1997,5.41797,1,,,,
2/13/1997,5.42188,1,,,,
2/14/1997,5.42578,1,,,,
2/17/1997,5.38281,1,,,,
2/18/1997,5.375,1,,,,
2/19/1997,5.375,1,,,,
2/20/1997,5.375,1,,,,
2/21/1997,5.375,1,,,,
2/24/1997,5.375,1,,,,
2/25/1997,5.375,1,,,,
2/26/1997,5.375,1,,,,
2/27/1997,5.4375,1,,,,
2/28/1997,5.4375,1,,,,
3/3/1997,5.4375,1,,,,
3/4/1997,5.4375,1,,,,
3/5/1997,5.4375,1,,,,
3/6/1997,5.4375,1,,,,
3/7/1997,5.4375,1,,,,
3/10/1997,5.4375,1,,,,
3/11/1997,5.4375,1,,,,
3/12/1997,5.4375,1,,,,
3/13/1997,5.4375,1,,,,
3/14/1997,5.46875,1,,,,
3/17/1997,5.47266,1,,,,
3/18/1997,5.5,1,,,,
3/19/1997,5.5,1,,,,
3/20/1997,5.52734,1,,,,
3/21/1997,5.625,1,,,,
3/24/1997,5.65625,1,,,,
3/25/1997,5.66797,1,,,,
3/26/1997,5.6875,1,,,,
3/27/1997,5.6875,1,,,,
3/28/1997,5.6875,1,,,,
3/31/1997,5.6875,1,,,,
4/1/1997,5.6875,1,,,,
4/2/1997,5.6875,1,,,,
4/3/1997,5.6875,1,,,,
4/4/1997,5.6875,1,,,,
4/7/1997,5.6875,1,,,,
4/8/1997,5.6875,1,,,,
4/9/1997,5.6875,1,,,,
4/10/1997,5.6875,1,,,,
4/11/1997,5.6875,1,,,,
4/14/1997,5.6875,1,,,,
4/15/1997,5.6875,1,,,,
4/16/1997,5.6875,1,,,,
4/17/1997,5.6875,1,,,,
4/18/1997,5.6875,1,,,,
4/21/1997,5.6875,1,,,,
4/22/1997,5.6875,1,,,,
4/23/1997,5.6875,1,,,,
4/24/1997,5.6875,1,,,,
4/25/1997,5.6875,1,,,,
4/28/1997,5.6875,1,,,,
4/29/1997,5.6875,1,,,,
4/30/1997,5.6875,1,,,,
5/1/1997,5.6875,1,,,,
5/2/1997,5.6875,1,,,,
5/5/1997,5.6875,1,,,,
5/6/1997,5.6875,1,,,,
5/7/1997,5.6875,1,,,,
5/8/1997,5.6875,1,,,,
5/9/1997,5.6875,1,,,,
5/12/1997,5.6875,1,,,,
5/13/1997,5.6875,1,,,,
5/14/1997,5.6875,1,,,,
5/15/1997,5.6875,1,,,,
5/16/1997,5.6875,1,,,,
5/19/1997,5.71094,1,,,,
5/20/1997,5.75,1,,,,
5/21/1997,5.6875,1,,,,
5/22/1997,5.6875,1,,,,
5/23/1997,5.6875,1,,,,
5/26/1997,5.6875,1,,,,
5/27/1997,5.6875,1,,,,
5/28/1997,5.6875,1,,,,
5/29/1997,5.69141,1,,,,
5/30/1997,5.6875,1,,,,
6/2/1997,5.6875,1,,,,
6/3/1997,5.6875,1,,,,
6/4/1997,5.6875,1,,,,
6/5/1997,5.6875,1,,,,
6/6/1997,5.6875,1,,,,
6/9/1997,5.6875,1,,,,
6/10/1997,5.6875,1,,,,
6/11/1997,5.6875,1,,,,
6/12/1997,5.6875,1,,,,
6/13/1997,5.6875,1,,,,
6/16/1997,5.6875,1,,,,
6/17/1997,5.6875,1,,,,
6/18/1997,5.6875,1,,,,
6/19/1997,5.6875,1,,,,
6/20/1997,5.6875,1,,,,
6/23/1997,5.6875,1,,,,
6/24/1997,5.6875,1,,,,
6/25/1997,5.6875,1,,,,
6/26/1997,5.6875,1,,,,
6/27/1997,5.6875,1,,,,
6/30/1997,5.6875,1,,,,
7/1/1997,5.6875,1,,,,
7/2/1997,5.6875,1,,,,
7/3/1997,5.6875,1,,,,
7/4/1997,5.67969,1,,,,
7/7/1997,5.6875,1,,,,
7/8/1997,5.6875,1,,,,
7/9/1997,5.6875,1,,,,
7/10/1997,5.6875,1,,,,
7/11/1997,5.67969,1,,,,
7/14/1997,5.66797,1,,,,
7/15/1997,5.67578,1,,,,
7/16/1997,5.67578,1,,,,
7/17/1997,5.66406,1,,,,
7/18/1997,5.67188,1,,,,
7/21/1997,5.67188,1,,,,
7/22/1997,5.67188,1,,,,
7/23/1997,5.64844,1,,,,
7/24/1997,5.64844,1,,,,
7/25/1997,5.64844,1,,,,
7/28/1997,5.64453,1,,,,
7/29/1997,5.625,1,,,,
7/30/1997,5.625,1,,,,
7/31/1997,5.625,1,,,,
8/1/1997,5.625,1,,,,
8/4/1997,5.62891,1,,,,
8/5/1997,5.62891,1,,,,
8/6/1997,5.63281,1,,,,
8/7/1997,5.63672,1,,,,
8/8/1997,5.63281,1,,,,
8/11/1997,5.63281,1,,,,
8/12/1997,5.64453,1,,,,
8/13/1997,5.65234,1,,,,
8/14/1997,5.64453,1,,,,
8/15/1997,5.64453,1,,,,
8/18/1997,5.63281,1,,,,
8/19/1997,5.625,1,,,,
8/20/1997,5.62891,1,,,,
8/21/1997,5.625,1,,,,
8/22/1997,5.625,1,,,,
8/25/1997,5.625,1,,,,
8/26/1997,5.625,1,,,,
8/27/1997,5.63281,1,,,,
8/28/1997,5.65625,1,,,,
8/29/1997,5.65625,1,,,,
9/1/1997,5.65625,1,,,,
9/2/1997,5.65625,1,,,,
9/3/1997,5.65625,1,,,,
9/4/1997,5.65625,1,,,,
9/5/1997,5.65625,1,,,,
9/8/1997,5.65625,1,,,,
9/9/1997,5.65625,1,,,,
9/10/1997,5.65625,1,,,,
9/11/1997,5.65625,1,,,,
9/12/1997,5.65625,1,,,,
9/15/1997,5.65625,1,,,,
9/16/1997,5.65625,1,,,,
9/17/1997,5.65625,1,,,,
9/18/1997,5.65625,1,,,,
9/19/1997,5.65625,1,,,,
9/22/1997,5.65625,1,,,,
9/23/1997,5.65625,1,,,,
9/24/1997,5.65625,1,,,,
9/25/1997,5.65625,1,,,,
9/26/1997,5.65625,1,,,,
9/29/1997,5.65625,1,,,,
9/30/1997,5.65625,1,,,,
10/1/1997,5.65625,1,,,,
10/2/1997,5.65234,1,,,,
10/3/1997,5.64844,1,,,,
10/6/1997,5.625,1,,,,
10/7/1997,5.625,1,,,,
10/8/1997,5.625,1,,,,
10/9/1997,5.625,1,,,,
10/10/1997,5.625,1,,,,
10/13/1997,5.625,1,,,,
10/14/1997,5.625,1,,,,
10/15/1997,5.625,1,,,,
10/16/1997,5.625,1,,,,
10/17/1997,5.625,1,,,,
10/20/1997,5.64844,1,,,,
10/21/1997,5.65234,1,,,,
10/22/1997,5.65625,1,,,,
10/23/1997,5.65625,1,,,,
10/24/1997,5.65625,1,,,,
10/27/1997,5.65625,1,,,,
10/28/1997,5.625,1,,,,
10/29/1997,5.65625,1,,,,
10/30/1997,5.64063,1,,,,
10/31/1997,5.64844,1,,,,
11/3/1997,5.65625,1,,,,
11/4/1997,5.65625,1,,,,
11/5/1997,5.65625,1,,,,
11/6/1997,5.65625,1,,,,
11/7/1997,5.65625,1,,,,
11/10/1997,5.65625,1,,,,
11/11/1997,5.6875,1,,,,
11/12/1997,5.69531,1,,,,
11/13/1997,5.6875,1,,,,
11/14/1997,5.6875,1,,,,
11/17/1997,5.6875,1,,,,
11/18/1997,5.6875,1,,,,
11/19/1997,5.6875,1,,,,
11/20/1997,5.6875,1,,,,
11/21/1997,5.6875,1,,,,
11/24/1997,5.6875,1,,,,
11/25/1997,5.6875,1,,,,
11/26/1997,5.6875,1,,,,
11/27/1997,5.96875,1,,,,
11/28/1997,5.96875,1,,,,
12/1/1997,5.96875,1,,,,
12/2/1997,5.99219,1,,,,
12/3/1997,6,1,,,,
12/4/1997,6,1,,,,
12/5/1997,5.96875,1,,,,
12/8/1997,6,1,,,,
12/9/1997,6,1,,,,
12/10/1997,6,1,,,,
12/11/1997,5.98047,1,,,,
12/12/1997,5.96484,1,,,,
12/15/1997,5.96094,1,,,,
12/16/1997,5.96094,1,,,,
12/17/1997,5.96484,1,,,,
12/18/1997,5.96875,1,,,,
12/19/1997,5.96875,1,,,,
12/22/1997,5.94141,1,,,,
12/23/1997,5.96875,1,,,,
12/24/1997,6,1,,,,
12/26/1997,6,1,,,,
12/29/1997,5.9375,1,,,,
12/30/1997,5.72266,1,,,,
12/31/1997,5.71875,1,,,,
1/2/1998,5.71875,1,,,,
1/5/1998,5.69141,1,,,,
1/6/1998,5.66797,1,,,,
1/7/1998,5.62891,1,,,,
1/8/1998,5.62891,1,,,,
1/9/1998,5.59766,1,,,,
1/12/1998,5.58594,1,,,,
1/13/1998,5.59375,1,,,,
1/14/1998,5.60938,1,,,,
1/15/1998,5.59375,1,,,,
1/16/1998,5.61719,1,,,,
1/19/1998,5.61328,1,,,,
1/20/1998,5.61328,1,,,,
1/21/1998,5.62109,1,,,,
1/22/1998,5.60156,1,,,,
1/23/1998,5.60547,1,,,,
1/26/1998,5.625,1,,,,
1/27/1998,5.625,1,,,,
1/28/1998,5.625,1,,,,
1/29/1998,5.625,1,,,,
1/30/1998,5.59766,1,,,,
2/2/1998,5.61719,1,,,,
2/3/1998,5.625,1,,,,
2/4/1998,5.62109,1,,,,
2/5/1998,5.625,1,,,,
2/6/1998,5.625,1,,,,
2/9/1998,5.625,1,,,,
2/10/1998,5.625,1,,,,
2/11/1998,5.625,1,,,,
2/12/1998,5.625,1,,,,
2/13/1998,5.625,1,,,,
2/16/1998,5.61719,1,,,,
2/17/1998,5.61719,1,,,,
2/18/1998,5.625,1,,,,
2/19/1998,5.625,1,,,,
2/20/1998,5.625,1,,,,
2/23/1998,5.625,1,,,,
2/24/1998,5.625,1,,,,
2/25/1998,5.63281,1,,,,
2/26/1998,5.67188,1,,,,
2/27/1998,5.6875,1,,,,
3/2/1998,5.68359,1,,,,
3/3/1998,5.6875,1,,,,
3/4/1998,5.6875,1,,,,
3/5/1998,5.6875,1,,,,
3/6/1998,5.6875,1,,,,
3/9/1998,5.6875,1,,,,
3/10/1998,5.6875,1,,,,
3/11/1998,5.6875,1,,,,
3/12/1998,5.6875,1,,,,
3/13/1998,5.6875,1,,,,
3/16/1998,5.6875,1,,,,
3/17/1998,5.6875,1,,,,
3/18/1998,5.68359,1,,,,
3/19/1998,5.68359,1,,,,
3/20/1998,5.6875,1,,,,
3/23/1998,5.6875,1,,,,
3/24/1998,5.6875,1,,,,
3/25/1998,5.6875,1,,,,
3/26/1998,5.6875,1,,,,
3/27/1998,5.6875,1,,,,
3/30/1998,5.6875,1,,,,
3/31/1998,5.6875,1,,,,
4/1/1998,5.6875,1,,,,
4/2/1998,5.67969,1,,,,
4/3/1998,5.65625,1,,,,
4/6/1998,5.65625,1,,,,
4/7/1998,5.65625,1,,,,
